#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req alpha view q0,visible=0 q1,visible=0 q2,visible=0

1569321319.65 4957967 26.067 845862.743 218750 0 2 1 6.962 6467764 27.273 0.700 57397248.000 344424448.000 1569321318.698 1569321319.644 14 0 218750 406250 781250

1569321319.75 4942398 26.333 845862.743 218750 0 2 1 6.962 6467764 40.000 0.686 56500224.000 342118400.000 1569321319.648 1569321319.644 14 0 218750 406250 781250
1569321319.85 4936086 26.267 845862.743 218750 0 2 1 6.962 6467764 0.000 0.687 56500224.000 342253568.000 1569321319.777 1569321319.644 14 0 218750 406250 781250
1569321319.95 4920089 26.133 845862.743 218750 0 2 1 6.962 6467764 20.000 0.689 56573952.000 342388736.000 1569321319.777 1569321319.644 14 0 218750 406250 781250
1569321320.06 4912236 26.067 845862.743 218750 0 2 1 6.962 6467764 9.091 0.691 56745984.000 342679552.000 1569321319.777 1569321319.644 14 0 218750 406250 781250
1569321320.16 4897939 25.967 845862.743 218750 0 2 1 6.962 6467764 10.000 0.693 56930304.000 342822912.000 1569321319.777 1569321319.644 14 0 218750 406250 781250
1569321320.26 4839881 25.833 845862.743 218750 0 2 1 6.962 6467764 10.000 0.695 57114624.000 342966272.000 1569321319.777 1569321319.644 14 0 218750 406250 781250
1569321320.36 4832992 25.767 845862.743 218750 0 2 1 6.962 6467764 20.000 0.698 57298944.000 343109632.000 1569321319.777 1569321319.644 14 0 218750 406250 781250
1569321320.46 4816427 25.633 845862.743 218750 0 2 1 6.962 6467764 20.000 0.700 57479168.000 343396352.000 1569321319.777 1569321319.644 14 0 218750 406250 781250
1569321320.57 4809183 25.567 845862.743 218750 0 2 1 6.962 6467764 10.000 0.702 57663488.000 343539712.000 1569321319.777 1569321319.644 14 0 218750 406250 781250
1569321320.67 4795891 25.467 845862.743 218750 0 2 1 6.962 6467764 18.182 0.704 57843712.000 343683072.000 1569321319.777 1569321319.644 14 0 218750 406250 781250
1569321320.77 4740183 25.317 845862.743 218750 0 2 1 6.962 6467764 20.000 0.706 58028032.000 343826432.000 1569321319.777 1569321319.644 14 0 218750 406250 781250
1569321320.87 4732839 25.250 845862.743 218750 0 2 1 6.962 6467764 20.000 0.709 58208256.000 344113152.000 1569321319.777 1569321319.644 14 0 218750 406250 781250
1569321320.97 4716813 25.117 845862.743 218750 0 2 1 6.962 6467764 20.000 0.711 58392576.000 344256512.000 1569321319.777 1569321319.644 14 0 218750 406250 781250
1569321321.09 5455056 29.050 615514.838 781250 2 2 1 6.962 7261876 33.333 0.700 57528320.000 342118400.000 1569321321.070 1569321321.067 14 0 218750 406250 781250

1569321321.19 5392388 28.900 615514.838 781250 2 2 1 6.962 7261876 20.000 0.700 57700352.000 342118400.000 1569321321.070 1569321321.067 14 0 218750 406250 781250
1569321321.29 5386587 28.833 615514.838 781250 2 2 1 6.962 7261876 0.000 0.701 57700352.000 342253568.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321321.39 5374808 28.700 615514.838 781250 2 2 1 6.962 7261876 10.000 0.703 57745408.000 342388736.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321321.49 5367746 28.633 615514.838 781250 2 2 1 6.962 7261876 18.182 0.705 57917440.000 342532096.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321321.60 5355195 28.500 615514.838 781250 2 2 1 6.962 7261876 10.000 0.707 58101760.000 342818816.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321321.70 5300357 28.400 615514.838 781250 2 2 1 6.962 7261876 20.000 0.710 58286080.000 342962176.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321321.80 5294850 28.333 615514.838 781250 2 2 1 6.962 7261876 10.000 0.712 58466304.000 343105536.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321321.90 5282498 28.200 615514.838 781250 2 2 1 6.962 7261876 20.000 0.714 58650624.000 343248896.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321322.00 5272879 28.117 615514.838 781250 2 2 1 6.962 7261876 20.000 0.716 58830848.000 343535616.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321322.11 5257761 27.983 615514.838 781250 2 2 1 6.962 7261876 10.000 0.718 59015168.000 343678976.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321322.21 5203294 27.900 615514.838 781250 2 2 1 6.962 7261876 18.182 0.721 59195392.000 343822336.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321322.31 5192656 27.767 615514.838 781250 2 2 1 6.962 7261876 20.000 0.723 59379712.000 344109056.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321322.41 5186892 27.700 615514.838 781250 2 2 1 6.962 7261876 10.000 0.724 59559936.000 344109056.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321322.51 5171375 27.567 615514.838 781250 2 2 1 6.962 7261876 10.000 0.727 59891712.000 344358912.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
1569321322.61 5166091 27.500 615514.838 781250 2 2 1 6.962 7261876 20.000 0.719 59088896.000 343818240.000 1569321321.204 1569321321.067 14 0 218750 406250 781250
